user_id,signup_date,country,store,acquisition_channel
u_000142,2025-07-05,AU,play_store,influencer
u_000143,2024-08-13,IN,app_store,referral
u_000144,2024-01-30,GB,play_store,referral
u_000145,2024-06-18,JP,stripe,influencer
u_000146,2025-06-30,US,app_store,influencer
u_000147,2025-11-09,US,play_store,paid_social
u_000148,2025-04-17,US,app_store,paid_search
u_000149,2024-08-04,DE,app_store,referral
u_000150,2024-10-11,AU,stripe,paid_search
u_000151,2024-03-24,DE,play_store,organic
u_000152,2024-12-24,US,app_store,organic
u_000153,2024-02-01,MX,app_store,organic
u_000154,2025-09-28,US,app_store,organic
u_000155,2025-07-31,MX,play_store,paid_search
u_000156,2025-01-12,US,play_store,organic
u_000157,2024-06-16,MX,app_store,organic
u_000158,2024-11-15,IN,stripe,referral
u_000159,2025-02-10,MX,app_store,influencer
u_000160,2025-12-08,JP,app_store,paid_search
u_000161,2025-12-01,BR,app_store,influencer
u_000162,2024-02-12,GB,app_store,paid_search
u_000163,2024-03-11,IN,app_store,referral
u_000164,2025-05-16,US,stripe,referral
u_000165,2024-06-05,DE,play_store,paid_search
u_000166,2025-09-22,JP,play_store,referral
u_000167,2025-04-21,DE,play_store,paid_search
u_000168,2024-11-26,JP,stripe,organic
u_000169,2024-10-12,FR,app_store,referral
u_000170,2025-08-06,BR,app_store,organic
u_000171,2025-05-21,JP,app_store,paid_social
u_000172,2024-12-29,AU,app_store,influencer
u_000173,2024-10-09,IN,play_store,paid_social
u_000174,2024-03-28,US,app_store,influencer
u_000175,2024-09-03,CA,play_store,referral
u_000176,2025-04-03,AU,app_store,paid_social
u_000177,2025-02-18,CA,app_store,influencer
u_000178,2025-01-12,DE,play_store,referral
u_000179,2025-07-17,GB,play_store,paid_search
u_000180,2024-11-09,US,app_store,paid_social
u_000181,2024-11-19,US,play_store,paid_social
u_000182,2024-07-15,US,play_store,influencer
u_000183,2025-06-21,IN,stripe,paid_social
u_000184,2024-10-30,US,app_store,organic
u_000185,2025-06-30,US,app_store,organic
u_000186,2025-07-20,US,stripe,referral
u_000187,2024-04-15,FR,play_store,referral
u_000188,2025-05-05,DE,app_store,organic
u_000189,2024-09-15,MX,play_store,organic
u_000190,2025-02-14,IN,play_store,organic
u_000191,2024-06-04,US,play_store,paid_search
u_000192,2024-03-28,MX,app_store,referral
u_000193,2025-09-12,IN,play_store,influencer
u_000194,2025-01-24,DE,app_store,influencer
u_000195,2025-03-15,GB,play_store,influencer
u_000196,2024-04-11,MX,app_store,paid_social
u_000197,2024-09-27,BR,app_store,paid_social
u_000198,2025-07-19,US,app_store,referral
u_000199,2025-12-06,IN,app_store,paid_social
u_000200,2024-10-22,CA,play_store,referral
u_000201,2024-03-13,CA,stripe,influencer
u_000202,2025-11-08,JP,app_store,organic
u_000203,2025-07-11,US,app_store,paid_search
u_000204,2024-05-25,US,app_store,paid_search
u_000205,2025-09-01,AU,play_store,paid_search
u_000206,2025-03-25,US,play_store,referral
u_000207,2024-10-05,IN,play_store,organic
u_000208,2025-09-04,US,app_store,paid_search
u_000209,2025-09-10,US,app_store,influencer
u_000210,2025-08-24,MX,stripe,paid_search
u_000211,2025-08-13,US,play_store,referral
u_000212,2025-06-15,BR,stripe,paid_social
u_000213,2025-08-22,DE,stripe,organic
u_000214,2025-04-26,GB,app_store,organic
u_000215,2024-06-13,GB,play_store,paid_search
u_000216,2025-11-09,MX,stripe,influencer
u_000217,2024-02-07,DE,app_store,paid_search
u_000218,2024-04-28,MX,app_store,influencer
u_000219,2024-01-02,BR,play_store,referral
u_000220,2024-02-25,US,app_store,referral
u_000221,2025-10-02,DE,app_store,paid_search
u_000222,2025-07-16,US,app_store,referral
u_000223,2024-05-04,US,play_store,paid_social
u_000224,2024-06-11,GB,app_store,referral
u_000225,2024-04-05,US,stripe,organic
u_000226,2025-04-17,MX,play_store,paid_social
u_000227,2025-05-25,FR,app_store,paid_search
u_000228,2025-03-01,JP,stripe,paid_social
u_000229,2025-04-12,IN,app_store,influencer
u_000230,2025-06-04,AU,app_store,organic
u_000231,2024-10-09,AU,stripe,paid_search
u_000232,2025-06-03,US,app_store,paid_search
u_000233,2025-08-24,IN,play_store,paid_social
u_000234,2025-04-02,IN,app_store,influencer
u_000235,2025-07-10,GB,stripe,paid_social
u_000236,2025-12-15,US,app_store,referral
u_000237,2024-02-14,GB,play_store,referral
u_000238,2025-01-30,MX,play_store,paid_social
u_000239,2025-05-22,MX,app_store,influencer
u_000240,2024-12-05,FR,stripe,referral
u_000241,2024-04-12,IN,play_store,paid_social
u_000242,2025-02-23,FR,stripe,organic
u_000243,2025-04-25,AU,app_store,influencer
u_000244,2025-12-10,GB,app_store,paid_search
u_000245,2025-11-21,JP,app_store,paid_search
u_000246,2025-10-03,CA,play_store,influencer
u_000247,2024-02-06,BR,app_store,paid_search
u_000248,2024-08-20,AU,app_store,organic
u_000249,2025-10-10,CA,app_store,paid_social
u_000250,2025-12-11,US,app_store,paid_search
u_000251,2024-02-27,US,app_store,paid_social
u_000252,2024-09-07,IN,play_store,paid_social
u_000253,2024-06-23,US,play_store,referral
u_000254,2025-09-26,CA,play_store,influencer
u_000255,2024-05-26,US,play_store,referral
u_000256,2024-09-18,BR,stripe,referral
u_000257,2024-10-21,BR,app_store,referral
u_000258,2024-12-19,MX,app_store,referral
u_000259,2025-12-07,US,stripe,paid_social
u_000260,2025-01-28,JP,app_store,referral
u_000261,2025-08-08,GB,app_store,paid_search
u_000262,2024-01-23,MX,play_store,paid_search
u_000263,2024-01-09,IN,play_store,organic
u_000264,2025-09-12,AU,stripe,paid_search
u_000265,2024-08-23,BR,app_store,paid_social
u_000266,2025-09-27,US,play_store,paid_social
u_000267,2025-10-05,US,play_store,organic
u_000268,2024-11-12,AU,app_store,paid_search
u_000269,2024-05-14,US,app_store,referral
u_000270,2024-06-28,US,play_store,paid_search
u_000271,2025-06-27,IN,app_store,paid_social
u_000272,2024-09-20,FR,stripe,paid_search
u_000273,2024-12-12,JP,play_store,organic
u_000274,2024-05-24,AU,app_store,referral
u_000275,2025-07-24,GB,play_store,organic
u_000276,2024-09-27,IN,play_store,paid_search
u_000277,2025-08-21,GB,play_store,paid_search
u_000278,2024-04-20,BR,play_store,influencer
u_000279,2025-07-28,GB,play_store,organic
u_000280,2025-10-12,JP,stripe,paid_search
u_000281,2025-10-26,DE,app_store,organic
u_000282,2024-11-07,MX,app_store,paid_social
u_000283,2025-07-04,US,play_store,influencer
u_000284,2025-03-05,IN,play_store,referral
u_000285,2025-11-01,US,play_store,referral
u_000286,2024-10-13,US,app_store,referral
u_000287,2025-03-31,MX,stripe,organic
u_000288,2025-12-03,GB,stripe,paid_search
u_000289,2024-03-03,GB,app_store,organic
u_000290,2025-04-10,US,app_store,influencer
u_000291,2024-01-22,US,app_store,paid_social
u_000292,2025-08-01,US,stripe,influencer
u_000293,2024-07-31,IN,stripe,paid_social
u_000294,2024-12-02,AU,play_store,influencer
u_000295,2024-01-03,US,stripe,paid_social
u_000296,2025-07-07,US,app_store,organic
u_000297,2024-05-14,US,play_store,paid_social
u_000298,2025-08-25,GB,app_store,organic
u_000299,2024-05-09,AU,play_store,organic
u_000300,2025-05-02,DE,app_store,influencer
u_000301,2024-04-21,DE,app_store,influencer
u_000302,2024-02-14,CA,stripe,influencer
u_000303,2024-11-04,DE,stripe,organic
u_000304,2025-05-05,JP,app_store,organic
u_000305,2025-05-17,CA,app_store,organic
u_000306,2024-11-25,BR,app_store,paid_search
u_000307,2025-10-01,BR,play_store,paid_search
u_000308,2025-01-25,MX,play_store,referral
u_000309,2025-06-01,BR,app_store,organic
u_000310,2025-11-01,BR,play_store,paid_social
u_000311,2025-03-16,DE,app_store,paid_search
u_000312,2025-04-09,GB,play_store,paid_search
u_000313,2025-03-13,GB,app_store,paid_social
u_000314,2025-12-04,FR,app_store,organic
u_000315,2024-04-05,DE,play_store,paid_search
u_000316,2024-05-13,IN,play_store,influencer
u_000317,2025-07-29,GB,app_store,paid_search
u_000318,2025-11-12,MX,app_store,organic
u_000319,2024-10-21,BR,app_store,influencer
u_000320,2025-06-03,US,play_store,paid_social
u_000321,2024-04-20,GB,play_store,organic
u_000322,2024-10-12,IN,stripe,influencer
u_000323,2025-09-28,BR,play_store,organic
u_000324,2025-09-15,FR,stripe,paid_search
u_000325,2024-01-30,US,play_store,paid_search
u_000326,2024-12-13,GB,app_store,paid_social
u_000327,2025-08-02,BR,app_store,organic
u_000328,2024-04-03,AU,app_store,referral
u_000329,2025-04-09,GB,app_store,paid_search
u_000330,2025-08-04,IN,stripe,paid_social
u_000331,2024-06-10,AU,app_store,organic
u_000332,2024-10-05,DE,app_store,influencer
u_000333,2025-03-28,DE,app_store,influencer
u_000334,2024-04-26,GB,app_store,influencer
u_000335,2025-05-13,IN,app_store,paid_social
u_000336,2025-02-08,MX,app_store,paid_social
u_000337,2024-11-04,MX,play_store,paid_search
u_000338,2024-10-23,GB,app_store,referral
u_000339,2024-06-28,US,play_store,paid_social
u_000340,2025-05-27,IN,play_store,paid_search
u_000341,2024-03-14,GB,play_store,referral
u_000342,2024-01-20,DE,app_store,paid_search
u_000343,2025-08-12,DE,app_store,referral
u_000344,2024-10-23,US,app_store,paid_search
u_000345,2024-06-24,JP,play_store,paid_search
u_000346,2024-03-31,DE,app_store,referral
u_000347,2025-08-26,DE,app_store,paid_search
u_000348,2024-12-13,US,play_store,organic
u_000349,2025-06-06,BR,play_store,paid_social
u_000350,2024-12-23,GB,stripe,paid_social
u_000351,2024-08-29,US,app_store,paid_social
u_000352,2025-09-08,US,play_store,organic
u_000353,2024-06-30,MX,play_store,referral
u_000354,2025-07-31,AU,app_store,influencer
u_000355,2025-10-20,BR,play_store,paid_search
u_000356,2024-06-03,DE,play_store,paid_search
u_000357,2024-10-08,IN,app_store,organic
u_000358,2024-11-13,DE,app_store,paid_search
u_000359,2024-10-20,US,stripe,organic
u_000360,2025-09-21,IN,app_store,influencer
u_000361,2025-07-21,MX,play_store,organic
u_000362,2025-04-05,FR,play_store,paid_social
u_000363,2024-11-25,BR,play_store,organic
u_000364,2025-04-06,US,stripe,paid_search
u_000365,2024-03-27,IN,app_store,paid_social
u_000366,2025-03-24,MX,play_store,influencer
u_000367,2024-06-11,GB,stripe,referral
u_000368,2025-02-22,AU,play_store,organic
u_000369,2025-10-08,BR,app_store,organic
u_000370,2025-07-25,BR,app_store,influencer
u_000371,2024-06-02,GB,play_store,paid_social
u_000372,2024-12-24,GB,play_store,referral
u_000373,2024-05-12,IN,stripe,paid_search
u_000374,2025-07-26,GB,play_store,paid_social
u_000375,2025-11-17,CA,stripe,influencer
u_000376,2024-04-05,BR,app_store,paid_search
u_000377,2024-01-19,GB,app_store,paid_social
u_000378,2024-12-15,MX,play_store,paid_social
u_000379,2024-05-20,US,app_store,organic
u_000380,2025-06-03,AU,stripe,influencer
u_000381,2024-02-08,BR,stripe,influencer
u_000382,2024-05-14,IN,app_store,paid_social
u_000383,2025-12-10,AU,stripe,paid_social
u_000384,2025-03-24,US,app_store,paid_social
u_000385,2025-03-30,BR,play_store,referral
u_000386,2024-08-27,IN,app_store,referral
u_000387,2024-07-17,GB,stripe,referral
u_000388,2025-04-17,AU,play_store,influencer
u_000389,2025-06-24,DE,app_store,paid_social
u_000390,2025-09-11,US,app_store,referral
u_000391,2025-01-15,IN,app_store,influencer
u_000392,2024-05-07,US,play_store,paid_search
u_000393,2025-04-05,FR,app_store,referral
u_000394,2024-04-03,MX,app_store,referral
u_000395,2024-12-23,FR,app_store,referral
u_000396,2025-05-29,GB,app_store,organic
u_000397,2025-01-18,US,app_store,organic
u_000398,2025-10-27,GB,app_store,organic
u_000399,2024-10-20,FR,play_store,paid_social
u_000400,2025-04-25,DE,app_store,organic
u_000401,2024-01-20,US,stripe,influencer
u_000402,2025-09-15,IN,app_store,paid_search
u_000403,2024-08-31,GB,app_store,referral
u_000404,2025-10-16,AU,play_store,organic
u_000405,2025-05-26,IN,app_store,influencer
u_000406,2025-08-11,US,app_store,referral
u_000407,2024-01-02,BR,app_store,referral
u_000408,2024-07-10,BR,app_store,paid_search
u_000409,2024-03-10,MX,play_store,influencer
u_000410,2025-07-21,US,stripe,organic
u_000411,2025-10-12,GB,app_store,organic
u_000412,2024-12-31,AU,app_store,organic
u_000413,2025-08-18,CA,app_store,organic
u_000414,2024-12-26,IN,stripe,paid_social
u_000415,2025-12-02,DE,play_store,paid_social
u_000416,2024-05-18,US,play_store,referral
u_000417,2024-02-07,US,app_store,paid_social
u_000418,2024-02-12,GB,app_store,referral
u_000419,2025-07-10,DE,app_store,paid_social
u_000420,2024-10-19,GB,play_store,paid_search
u_000421,2024-10-06,US,app_store,referral
u_000422,2025-03-26,FR,app_store,paid_social
u_000423,2025-05-23,CA,app_store,influencer
u_000424,2024-09-30,JP,play_store,organic
u_000425,2025-03-16,BR,stripe,influencer
u_000426,2024-10-27,GB,app_store,paid_search
u_000427,2024-11-09,DE,play_store,paid_social
u_000428,2025-12-07,DE,app_store,paid_search
u_000429,2025-09-21,MX,app_store,organic
u_000430,2024-03-17,BR,app_store,influencer
u_000431,2025-11-26,US,app_store,influencer
u_000432,2025-11-25,AU,app_store,organic
u_000433,2024-08-29,AU,app_store,referral
u_000434,2025-08-03,US,app_store,referral
u_000435,2025-01-14,GB,play_store,influencer
u_000436,2024-05-20,IN,app_store,paid_search
u_000437,2024-09-12,MX,app_store,paid_social
u_000438,2025-05-26,IN,stripe,organic
u_000439,2024-09-25,AU,play_store,paid_social
u_000440,2025-09-18,US,stripe,referral
u_000441,2024-07-23,US,stripe,referral
u_000442,2024-06-25,FR,app_store,organic
u_000443,2025-11-29,MX,stripe,paid_search
u_000444,2024-03-07,IN,app_store,paid_search
u_000445,2024-06-10,CA,stripe,paid_social
u_000446,2025-01-05,IN,app_store,paid_social
u_000447,2024-05-22,US,play_store,paid_search
u_000448,2025-07-21,IN,play_store,influencer
u_000449,2024-05-12,BR,app_store,paid_search
u_000450,2025-02-11,MX,play_store,influencer
u_000451,2025-02-24,AU,stripe,organic
u_000452,2024-05-08,MX,play_store,referral
u_000453,2025-04-22,CA,app_store,influencer
u_000454,2025-10-17,IN,play_store,paid_social
u_000455,2025-03-19,IN,stripe,organic
u_000456,2025-06-14,US,app_store,paid_search
u_000457,2024-08-18,GB,stripe,paid_search
u_000458,2024-03-21,US,play_store,influencer
u_000459,2024-10-08,US,app_store,influencer
u_000460,2024-04-05,IN,app_store,influencer
u_000461,2024-06-06,US,play_store,influencer
u_000462,2024-12-11,JP,play_store,organic
u_000463,2024-03-24,US,play_store,influencer
u_000464,2024-09-28,BR,play_store,referral
u_000465,2025-09-24,BR,play_store,influencer
u_000466,2024-10-23,BR,app_store,paid_social
u_000467,2025-12-02,DE,play_store,organic
u_000468,2024-06-10,DE,play_store,paid_social
u_000469,2024-12-14,BR,app_store,paid_search
u_000470,2024-12-19,MX,app_store,paid_search
u_000471,2025-06-11,IN,app_store,referral
u_000472,2024-05-05,US,app_store,organic
u_000473,2024-02-21,US,app_store,influencer
u_000474,2025-03-04,US,stripe,paid_social
u_000475,2024-12-01,FR,play_store,paid_social
u_000476,2024-06-12,IN,play_store,referral
u_000477,2024-11-11,IN,app_store,referral
u_000478,2025-06-01,DE,app_store,influencer
u_000479,2024-12-27,US,app_store,influencer
u_000480,2025-10-31,BR,app_store,organic
u_000481,2024-04-20,DE,stripe,paid_search
u_000482,2025-02-16,GB,app_store,influencer
u_000483,2025-07-29,US,play_store,organic
u_000484,2025-01-30,IN,play_store,paid_search
u_000485,2025-09-30,CA,app_store,organic
u_000486,2025-02-07,GB,stripe,influencer
u_000487,2025-01-09,AU,app_store,influencer
u_000488,2025-02-15,IN,app_store,paid_social
u_000489,2024-12-07,JP,play_store,paid_social
u_000490,2025-09-12,FR,app_store,influencer
u_000491,2024-11-22,US,stripe,paid_search
u_000492,2025-08-30,GB,stripe,influencer
u_000493,2025-05-16,CA,app_store,organic
u_000494,2025-01-12,GB,app_store,referral
u_000495,2025-08-20,GB,stripe,organic
u_000496,2025-09-03,DE,stripe,influencer
u_000497,2025-08-14,US,app_store,referral
u_000498,2024-06-23,IN,play_store,referral
u_000499,2024-05-31,JP,app_store,influencer
u_000500,2024-04-22,US,app_store,referral
u_000501,2024-06-04,DE,app_store,influencer
u_000502,2025-09-18,FR,stripe,organic
u_000503,2024-05-21,IN,play_store,referral
u_000504,2025-06-22,GB,stripe,referral
u_000505,2025-06-29,GB,app_store,paid_search
u_000506,2025-09-16,IN,stripe,paid_search
u_000507,2025-07-25,US,stripe,paid_search
u_000508,2024-10-22,CA,play_store,referral
u_000509,2024-11-20,DE,play_store,paid_search
u_000510,2024-10-21,US,play_store,referral
u_000511,2025-02-08,JP,stripe,paid_social
u_000512,2024-10-24,US,stripe,organic
u_000513,2024-12-20,FR,play_store,referral
u_000514,2024-08-07,US,play_store,influencer
u_000515,2025-12-13,US,app_store,influencer
u_000516,2024-09-02,US,play_store,influencer
u_000517,2024-08-19,BR,app_store,referral
u_000518,2024-12-04,CA,app_store,paid_social
u_000519,2024-01-06,MX,stripe,paid_social
u_000520,2025-02-20,BR,stripe,referral
u_000521,2025-05-03,BR,play_store,paid_search
u_000522,2024-11-24,US,app_store,organic
u_000523,2025-10-29,IN,play_store,organic
u_000524,2024-06-28,DE,stripe,organic
u_000525,2025-02-10,AU,app_store,paid_search
u_000526,2024-02-08,US,play_store,organic
u_000527,2024-12-09,US,stripe,influencer
u_000528,2025-06-20,IN,stripe,influencer
u_000529,2025-04-24,US,stripe,paid_search
u_000530,2024-06-15,CA,play_store,paid_social
u_000531,2024-01-15,CA,play_store,influencer
u_000532,2025-11-21,AU,app_store,referral
u_000533,2025-03-13,IN,app_store,organic
u_000534,2024-07-08,MX,play_store,paid_social
u_000535,2024-01-07,US,app_store,paid_search
u_000536,2024-12-03,GB,play_store,organic
u_000537,2024-09-24,BR,play_store,organic
u_000538,2025-11-14,US,app_store,referral
u_000539,2025-12-03,IN,stripe,paid_search
u_000540,2025-12-07,US,stripe,paid_search
u_000541,2025-01-11,BR,app_store,paid_social
u_000542,2025-05-04,US,play_store,influencer
u_000543,2025-01-17,DE,play_store,referral
u_000544,2025-07-04,JP,stripe,paid_social
u_000545,2025-11-27,AU,stripe,organic
u_000546,2025-06-22,DE,play_store,organic
u_000547,2025-07-31,US,stripe,influencer
u_000548,2024-07-26,IN,app_store,paid_search
u_000549,2025-06-16,DE,play_store,influencer
u_000550,2025-05-15,US,play_store,organic
u_000551,2025-04-09,US,app_store,influencer
u_000552,2024-02-29,IN,play_store,paid_search
u_000553,2024-01-23,GB,stripe,paid_social
u_000554,2025-08-15,US,app_store,organic
u_000555,2025-07-08,MX,stripe,organic
u_000556,2025-04-28,US,app_store,paid_social
u_000557,2025-10-18,MX,play_store,referral
u_000558,2025-01-18,MX,app_store,referral
u_000559,2025-01-19,US,stripe,influencer
u_000560,2024-05-16,BR,app_store,paid_social
u_000561,2025-07-04,GB,app_store,paid_social
u_000562,2024-01-04,AU,stripe,referral
u_000563,2025-11-20,CA,app_store,referral
u_000564,2024-08-23,US,app_store,paid_search
u_000565,2024-07-12,FR,play_store,organic
u_000566,2024-02-02,JP,app_store,organic
u_000567,2024-09-03,US,app_store,organic
u_000568,2025-04-02,IN,play_store,organic
u_000569,2024-09-07,AU,app_store,paid_social
u_000570,2025-07-06,US,stripe,organic
u_000571,2024-05-23,IN,app_store,influencer
u_000572,2024-11-22,IN,play_store,paid_search
u_000573,2024-08-30,GB,app_store,influencer
u_000574,2024-08-14,DE,app_store,influencer
u_000575,2025-08-28,FR,stripe,referral
u_000576,2025-07-23,IN,stripe,referral
u_000577,2025-06-21,GB,app_store,paid_social
u_000578,2024-11-03,GB,play_store,referral
u_000579,2024-09-03,JP,app_store,paid_social
u_000580,2025-04-19,FR,play_store,referral
u_000581,2025-07-24,IN,app_store,paid_search
u_000582,2024-07-27,GB,app_store,referral
u_000583,2025-01-14,US,play_store,paid_social
u_000584,2024-02-22,US,play_store,influencer
u_000585,2024-02-10,FR,app_store,influencer
u_000586,2025-11-18,IN,play_store,paid_search
u_000587,2024-11-06,MX,app_store,paid_social
u_000588,2024-04-30,AU,play_store,paid_social
u_000589,2025-12-13,BR,app_store,paid_social
u_000590,2025-07-19,GB,app_store,referral
u_000591,2025-06-30,BR,app_store,paid_search
u_000592,2025-06-09,FR,play_store,referral
u_000593,2024-11-23,FR,app_store,referral
u_000594,2024-02-16,IN,app_store,paid_social
u_000595,2024-01-17,US,stripe,influencer
u_000596,2025-03-03,US,app_store,paid_social
u_000597,2025-01-23,IN,app_store,influencer
u_000598,2025-11-01,MX,app_store,referral
u_000599,2025-10-19,CA,play_store,paid_search
u_000600,2024-06-22,US,play_store,paid_social
u_000601,2025-07-09,MX,stripe,influencer
u_000602,2024-02-04,JP,app_store,organic
u_000603,2024-01-07,DE,stripe,paid_social
u_000604,2024-03-10,CA,app_store,influencer
u_000605,2025-04-11,GB,play_store,influencer
u_000606,2025-05-09,BR,app_store,influencer
u_000607,2025-07-18,DE,app_store,paid_search
u_000608,2025-07-02,MX,app_store,referral
u_000609,2024-07-02,US,app_store,paid_social
u_000610,2024-09-03,US,play_store,paid_search
u_000611,2024-09-30,AU,app_store,referral
u_000612,2025-04-15,IN,stripe,paid_social
u_000613,2024-11-03,CA,stripe,organic
